id	Fu	Ag	Ex	Re	Vi
0	9.507983866188967	2.667168834320379	12.339914797165472	1.248661506782975	8.629991151019524
1	1.790545267682063	12.257051661586026	9.611800537923509	4.126058767960906	5.935799939115965
2	5.900166755327943	6.45775171097796	9.614618849720662	4.1816123273136805	10.20785114799744
3	2.874174775153959	1.6081036299059057	0.5582757287799915	20.377105772580926	9.5046385191067
4	0.7255712349574526	17.404891006480455	0.9411490514201678	5.7541716811978345	12.029746417107566
5	2.410770394572463	7.820456787907396	11.49253598245721	5.304548202379391	3.4975494617182337
6	8.711573937677361	1.7458502620531633	5.341312689367628	6.829506687428298	9.276187469422242
7	5.283677962408821	4.6556898212862325	6.23061129834564	14.304635189085504	6.9834068913431935
8	4.1310388392691	1.8163763680682552	11.403335586637043	10.547677400658271	8.918487522561453
9	5.046131579944406	14.077299011262866	13.551269015818226	1.4985495863729419	4.40792614191735
10	3.935771315081586	4.442194469390331	17.867864666336036	11.200917555317597	1.1891000720290825
11	11.448263710869226	5.523791696102748	2.668132090746523	7.81419376053209	7.266308971731308
12	7.175963861144993	8.842240515141663	2.125606565731999	7.211001822942224	8.122199180677796
13	5.291809392822453	0.4476940040494995	9.69558905669787	5.829559334119227	11.569095740377442
14	9.457118078897555	6.535144958809522	5.8126719644863725	10.2803042070032	0.29012664414882744
15	5.5748506202114605	13.906726195278532	3.744386587831548	2.8849454494288804	9.827778432047184
16	11.63739008230571	12.839097525555468	2.4523539321939207	5.78552289151462	5.8114840811837505
17	10.77510442706911	7.283415337321627	8.31142125525318	0.5476088915774351	4.234187964988752
18	4.5018159427763305	5.030854784904021	10.810787779841132	4.7705773280657455	13.413794742251975
19	6.142951427560431	9.909248216964114	0.826750124981163	2.9665913455576582	10.861996774996454
20	8.112741798826516	2.163154831686917	12.014042406464338	14.84977599943582	2.5060965217437143
21	3.856042786332566	7.915891418001624	8.178720157132707	11.492508308143488	2.3020475905223976
22	3.1645625054014603	9.808725712560758	5.1075205102422	10.721541619782439	6.558936079061067
23	3.660234287180964	0.5885311662813	11.244637591094003	8.42564952503929	15.639534140885505
24	8.754839022695492	10.459135200600421	7.531371138382174	5.746513056470064	1.0766902665901228
25	5.461653652548917	2.117812961320403	8.804409760623512	7.4188994656603855	6.855680080870549
26	6.399085694949999	4.295379120063464	9.126573560110058	4.782179750746998	7.411157991122702
27	5.143030406585791	10.039980235899712	5.542559292255369	13.238540363732186	2.7751266121849363
28	15.30021518873599	5.151545750037405	4.617888735045626	9.561833149938984	2.718832640989707
29	1.9190029824269568	9.262582967013502	9.99462435993809	3.422450552167937	10.000688490338575
30	7.961024048339405	3.212306438162123	10.081835185403483	7.272744036935859	10.098850202001495
31	7.31935712649247	6.198429272656201	6.219975771011301	7.251725400723743	3.2727594098501416
32	6.070198028396165	11.755610067663806	9.029519520950311	3.09848559308512	2.156947508177659
33	4.467137494018252	8.452195626073937	2.5375856018214815	17.06240165989525	6.640344133308768
34	6.876055565502832	8.520084618965113	6.36330177238679	2.8040018940129916	9.905352955377102
35	6.2429153161599515	2.620098385231241	8.717642329843802	12.847767663976953	7.706410530574255
36	5.369085636144116	3.443751192160528	0.6413048950572682	11.68266785464669	13.55687612595094
37	3.4781756017331156	7.028708038438911	9.077292405114852	6.257231655790099	4.63094199603134
38	3.2501423779234195	8.09084554065482	6.531965494764561	7.260899912246219	6.933024044928575
39	2.0945715712771324	10.436566831319242	0.23631934009570912	11.643295758971595	8.942811277736645
40	10.639861140496516	6.642970655394961	5.874244109677966	12.093487426580882	4.530070506405437
41	4.60226370829548	12.743973483737951	8.194368129608327	11.509528315482171	0.16132573383322593
42	0.8711464299496197	4.976290836538962	2.2260135735862714	15.126210781186076	16.221271882707637
43	6.767392392862711	7.586890494719812	8.20467990246329	11.20979505998689	4.967708783900199
44	9.841916802882855	2.1635019712415953	8.356521675156886	8.743956604700731	4.583921707515854
45	7.357700861897936	5.277841270951129	7.917221346632671	4.579050498965938	6.613214666188243
46	0.6285823292156832	8.678455186432748	8.985463523616403	7.549167942477315	6.007984523434075
47	7.611176248151839	5.493783603280021	4.340474764481457	5.1041226234178625	8.808067675758014
48	12.154221507573654	1.0929876865798795	8.108364833229645	0.8517109365466388	11.556817801513885
49	6.468980697030146	6.432784084674117	2.973197455220963	8.591783925378603	12.77829815747324
50	6.85594765456679	11.085279084644272	6.6760482593243236	2.4953061816126927	6.774744604362075
51	3.5845063451857317	2.6512857727315002	9.09474589010982	10.137316565664111	12.493924253228407
52	0.7654094165576952	19.01671373585208	3.4283852528508745	15.07943251933498	0.6848132684361603
53	8.864276346586164	4.435877795010535	3.1220341390319457	9.811920888928935	8.220207020215954
54	13.546670929374823	8.041269744075862	3.9054189978253118	2.651752160267749	2.2607266483596384
55	2.664746420074838	2.156690958420505	5.417632958159782	11.435529437650278	12.13234784314152
56	0.3491309237612888	10.974708450931482	10.576412545784752	9.699093942203135	7.749334098497847
57	3.33037602028563	9.041534715318038	9.734718798990828	14.096305002231237	3.6432517503888233
58	11.253572996370533	3.5746389633930153	12.639502965188653	5.449710273246166	1.2617767685122718
59	5.266910247672747	10.86508749084429	10.62005415841121	1.7042849355836969	8.612577229677619
60	11.89995897846382	5.76502378707196	9.825483852111699	4.730258047255311	7.263098382456721
61	11.989480476947698	2.654609505645078	3.6433288589862793	6.974095914788932	12.696619228428
62	6.020468990703113	10.488297475204645	5.5602392212844425	10.282267120253579	3.662526131378534
63	7.730172461197352	5.780627411927836	0.4366084925794129	13.110010882497633	10.040271318665507
64	0.14116783037455552	13.217982647031093	9.751279199653238	2.7798071279816825	10.376798787141164
65	1.024797698203772	16.33703658421352	4.11659766387717	10.56570408471704	4.544129701414078
66	11.528851944754987	18.240033337385565	2.621889956365386	7.268480094778836	0.3136989632321878
67	8.04132511971508	1.6727720519391114	17.982276001952794	0.5229725740565027	4.944213909784041
68	3.2892632011227287	1.7452636923409364	7.614302046703061	9.550077962888807	9.191280474881752
69	10.338060014946521	8.209149819752552	2.6914995915654627	4.650501108748923	9.956279514435929
70	11.880823849377364	1.0495414026826089	0.7157545232500654	9.85872025662342	8.192833042197545
71	5.085102832273034	7.198956331093323	13.20327067540369	5.331858299726831	7.201951016119828
72	8.198490467757932	5.194856807692579	8.863918034834557	2.956971000678296	8.308703397514867
73	5.201723801427709	8.442889859961822	14.29895038521476	2.7113435113022377	9.154361906768546
74	11.104565725657308	11.052773813314937	3.4407824606868065	4.618689100515031	5.535021308940641
75	9.73847207656517	5.9805716500913055	4.187247024754766	9.347013791056892	8.38816160302385
